seed,lnz_dynesty,lnz_err_dynesty,lnz_mcmc,lnz_err_mcmc,lnz_morph_dynesty,lnz_err_morph_dynesty,lnz_morph_mcmc,lnz_err_morph_mcmc
83,-16362.21018565805,0.1030382294238268,-16359.792403963558,0.1254235984505302,-16362.3216457718,0.1908527871323407,-16362.07439915177,0.2163539259952598
84,-16049.688313745137,0.0877189839708714,-16048.722493762798,0.114081560239225,-16049.416365601272,0.1170324477992896,-16049.394641551502,0.1312269779797044
85,-16372.926451103234,0.1226040886943042,-16394.11251372078,0.173494411460569,-16372.614558711011,0.2922506778503365,-16372.75276847995,0.3078027359586073
86,-16291.326019747254,0.0962263592537327,-16290.507447334265,0.1148348686657338,-16291.357739655556,0.2058202142601649,-16291.252035218118,0.2351531270836878
87,-16162.674966591852,0.0939460493171728,-16161.831214503996,0.13674497858567,-16162.578341008631,0.1277899816278453,-16162.73553213838,0.1460355670157316
88,-16302.748217372431,0.1164700588504615,-16300.938807965358,0.129121439766245,-16302.91334692906,0.1684454678907581,-16302.757754990582,0.1898432612083803
89,-15969.830120753551,0.1088653018414534,-15967.969558737424,0.1477613400527524,-15969.877706470015,0.2012201554686568,-15969.834325653095,0.2239628038383562
90,-16121.086190696442,0.0999013367787753,-16120.707797142932,0.1464515978862503,-16121.008574196389,0.1189255036827404,-16121.147592275818,0.1306498179907461
91,-16085.344720232017,0.1129861581289784,-16083.60009705693,0.1464916324652645,-16085.323246931575,0.1796056978896733,-16085.249116268991,0.1969208098891897
92,-16289.07087167953,0.1075386130317199,-16286.13113995447,0.1292487450264564,-16289.198565981542,0.2240665607089166,-16288.968900011434,0.2441317336884988
93,-16261.481196198103,0.0944275873214788,-16260.193460081,0.1200533182432616,-16261.386876218228,0.1562256280593256,-16261.365866631351,0.1621556650927873
94,-16260.315599938876,0.0963185099918712,-16260.113817995234,0.1485751802747028,-16259.869367108044,0.1771316544901738,-16259.778393878374,0.2029098868652731
95,-16233.079287638498,0.0862157460491602,-16232.529694469002,0.0960994187683226,-16232.885808106144,0.1382810609010276,-16232.885578999145,0.1695294140433255
96,-16190.860991174834,0.086985407106647,-16190.260733567648,0.2679619402789839,-16190.788129377945,0.1558095637348835,-16190.88164325294,0.1738374003508859
97,-16339.306604432591,0.1093547651774319,-16337.81023374455,0.1269603321125511,-16339.441968183752,0.2240937185499109,-16339.116127622996,0.2444628102103684
98,-16345.402718347024,0.109991024314721,-16344.98991916075,2.632852131258675,-16345.267539583789,0.1284051801926977,-16345.257608961649,0.1382829077783572
99,-16067.60887642384,0.0884558833570379,-16066.855001257987,0.1081728752435074,-16067.54029414613,0.1184606597760915,-16067.53910551834,0.1317366254493976
